timestamp,station_id,temperature,pressure,humidity,event_id,anomaly,anomaly_type
2025-09-17 15:00:00+00:00,LUCKNOW_001,26.3,992.1,95.0,STEP_0004,False,NORMAL
2025-10-17 23:00:00+00:00,LUCKNOW_001,19.3,997.9,96.0,MISSING_0131,False,NORMAL
2025-10-05 16:00:00+00:00,LUCKNOW_001,27.3,994.3,93.0,NORMAL_0127,False,NORMAL
2025-12-05 22:00:00+00:00,LUCKNOW_001,9.4,1004.4,86.0,DRIFT_0252,False,NORMAL
2025-09-04 02:00:00+00:00,LUCKNOW_001,27.9,990.1,81.0,FROZEN_0039,True,FROZEN_SENSOR
2025-09-02 13:00:00+00:00,LUCKNOW_001,27.9,987.9,90.0,SPIKE_0068,False,NORMAL
2025-11-22 11:00:00+00:00,LUCKNOW_001,23.3,1001.0,62.0,SPIKE_0001,False,NORMAL
2025-09-29 19:00:00+00:00,LUCKNOW_001,28.5,990.5,92.0,STEP_0040,False,NORMAL
2025-10-19 01:00:00+00:00,LUCKNOW_001,22.5,998.0,90.0,FROZEN_0072,False,NORMAL
2025-04-07 14:00:00+00:00,LUCKNOW_001,32.1,994.0,33.0,NORMAL_0210,False,NORMAL
2025-05-05 22:00:00+00:00,LUCKNOW_001,24.5,992.5,77.0,MISSING_0232,False,NORMAL
2025-09-19 16:00:00+00:00,LUCKNOW_001,27.5,992.8,93.0,NORMAL_0235,False,NORMAL
2025-04-02 11:00:00+00:00,LUCKNOW_001,38.56558609196303,995.0,20.0,DRIFT_0299,True,DRIFT
2025-12-20 22:00:00+00:00,LUCKNOW_001,4.804935426998677,1002.0,90.0,DRIFT_0285,True,DRIFT
2025-09-09 22:00:00+00:00,LUCKNOW_001,27.9,991.6,87.0,STEP_0241,False,NORMAL
2025-10-23 20:00:00+00:00,LUCKNOW_001,23.2,997.7,90.0,MISSING_0277,False,NORMAL
2025-12-19 18:00:00+00:00,LUCKNOW_001,8.517805649654857,1001.0,94.0,DRIFT_0133,True,DRIFT
2025-03-07 07:00:00+00:00,LUCKNOW_001,27.7,997.3,31.0,SPIKE_0092,False,NORMAL
2025-03-22 21:00:00+00:00,LUCKNOW_001,22.3,999.2,60.0,FROZEN_0048,True,FROZEN_SENSOR
2025-07-04 08:00:00+00:00,LUCKNOW_001,41.580651418098554,984.7,76.0,STEP_0283,True,STEP_CHANGE
2025-10-09 01:00:00+00:00,LUCKNOW_001,24.4,999.1,88.0,SPIKE_0122,False,NORMAL
2025-07-24 10:00:00+00:00,LUCKNOW_001,34.1,979.9,68.0,MISSING_0061,False,NORMAL
2025-05-22 13:00:00+00:00,LUCKNOW_001,30.6,987.6,72.0,DRIFT_0163,False,NORMAL
2025-05-29 10:00:00+00:00,LUCKNOW_001,37.5,980.1,46.0,FROZEN_0012,False,NORMAL
2025-11-11 10:00:00+00:00,LUCKNOW_001,24.4,998.6,49.0,MISSING_0025,False,NORMAL
2025-05-05 10:00:00+00:00,LUCKNOW_001,33.1,990.3,45.0,DRIFT_0087,False,NORMAL
2025-05-01 01:00:00+00:00,LUCKNOW_001,27.4,995.8,63.0,NORMAL_0076,False,NORMAL
2025-04-02 22:00:00+00:00,LUCKNOW_001,17.4,995.7,61.0,FROZEN_0233,False,NORMAL
2025-04-16 07:00:00+00:00,LUCKNOW_001,35.8,994.6,34.0,SPIKE_0047,False,NORMAL
2025-12-13 22:00:00+00:00,LUCKNOW_001,12.0,1003.2,91.0,MISSING_0086,False,NORMAL
2025-11-09 14:00:00+00:00,LUCKNOW_001,20.7,998.9,62.0,DRIFT_0178,False,NORMAL
2025-06-28 01:00:00+00:00,LUCKNOW_001,29.7,986.3,85.0,STEP_0021,False,NORMAL
2025-06-13 16:00:00+00:00,LUCKNOW_001,43.70971684439524,986.7,61.0,SPIKE_0177,True,SPIKE
2025-12-09 11:00:00+00:00,LUCKNOW_001,21.8,1001.7,51.0,FROZEN_0125,False,NORMAL
2025-05-31 19:00:00+00:00,LUCKNOW_001,32.4,984.8,53.0,NORMAL_0064,False,NORMAL
2025-03-31 11:00:00+00:00,LUCKNOW_001,34.6,993.2,20.0,MISSING_0058,False,NORMAL
2025-02-07 19:00:00+00:00,LUCKNOW_001,,,,MISSING_0173,True,MISSING_DATA
2025-06-23 07:00:00+00:00,LUCKNOW_001,31.5,984.1,77.0,SPIKE_0129,False,NORMAL
2025-09-20 02:00:00+00:00,LUCKNOW_001,28.0,993.1,92.0,NORMAL_0014,False,NORMAL
2025-10-07 08:00:00+00:00,LUCKNOW_001,29.1,995.5,76.0,STEP_0128,False,NORMAL
2025-08-26 03:00:00+00:00,LUCKNOW_001,28.8,991.7,88.0,SPIKE_0184,False,NORMAL
2025-10-14 05:00:00+00:00,LUCKNOW_001,27.7,999.6,56.0,MISSING_0050,False,NORMAL
2025-08-16 19:00:00+00:00,LUCKNOW_001,29.7,988.2,89.0,DRIFT_0063,False,NORMAL
2025-07-11 04:00:00+00:00,LUCKNOW_001,31.1,989.1,73.0,MISSING_0134,False,NORMAL
2025-12-20 13:00:00+00:00,LUCKNOW_001,16.5,1001.9,76.0,STEP_0220,False,NORMAL
2025-07-14 10:00:00+00:00,LUCKNOW_001,32.0,984.9,72.0,SPIKE_0208,False,NORMAL
2025-07-21 01:00:00+00:00,LUCKNOW_001,29.5,989.0,88.0,STEP_0073,False,NORMAL
2025-08-06 13:00:00+00:00,LUCKNOW_001,29.3,988.9,79.0,FROZEN_0201,False,NORMAL
2025-10-08 01:00:00+00:00,LUCKNOW_001,35.80798785411012,997.0,91.0,STEP_0007,True,STEP_CHANGE
2025-08-28 13:00:00+00:00,LUCKNOW_001,31.8,986.7,77.0,STEP_0148,False,NORMAL
2025-04-02 19:00:00+00:00,LUCKNOW_001,21.9,996.8,44.0,DRIFT_0210,False,NORMAL
