timestamp,station_id,temperature,pressure,humidity,anomaly,anomaly_type
2025-01-01 00:00:00+00:00,LUCKNOW_001,11.6,1004.5,87.0,False,NORMAL
2025-01-01 01:00:00+00:00,LUCKNOW_001,11.8,1004.9,86.0,False,NORMAL
2025-01-01 02:00:00+00:00,LUCKNOW_001,11.9,1005.4,85.0,False,NORMAL
2025-01-01 03:00:00+00:00,LUCKNOW_001,12.5,1006.1,81.0,False,NORMAL
2025-01-01 04:00:00+00:00,LUCKNOW_001,12.5,1006.7,80.0,False,NORMAL
2025-01-01 05:00:00+00:00,LUCKNOW_001,14.0,1006.6,69.0,False,NORMAL
2025-01-01 06:00:00+00:00,LUCKNOW_001,14.5,1006.2,66.0,False,NORMAL
2025-01-01 07:00:00+00:00,LUCKNOW_001,14.4,1005.2,65.0,False,NORMAL
2025-01-01 08:00:00+00:00,LUCKNOW_001,16.0,1004.4,61.0,False,NORMAL
2025-01-01 09:00:00+00:00,LUCKNOW_001,16.4,1003.3,61.0,False,NORMAL
2025-01-01 10:00:00+00:00,LUCKNOW_001,14.6,1003.0,69.0,False,NORMAL
2025-01-01 11:00:00+00:00,LUCKNOW_001,14.6,1002.5,70.0,False,NORMAL
2025-01-01 12:00:00+00:00,LUCKNOW_001,13.9,1003.0,75.0,False,NORMAL
2025-01-01 13:00:00+00:00,LUCKNOW_001,13.5,1003.9,77.0,False,NORMAL
2025-01-01 14:00:00+00:00,LUCKNOW_001,12.7,1004.2,80.0,False,NORMAL
2025-01-01 15:00:00+00:00,LUCKNOW_001,11.3,1004.4,88.0,False,NORMAL
2025-01-01 16:00:00+00:00,LUCKNOW_001,10.7,1004.3,90.0,False,NORMAL
2025-01-01 17:00:00+00:00,LUCKNOW_001,9.8,1004.0,93.0,False,NORMAL
2025-01-01 18:00:00+00:00,LUCKNOW_001,10.1,1003.8,93.0,False,NORMAL
2025-01-01 19:00:00+00:00,LUCKNOW_001,9.8,1003.6,93.0,False,NORMAL
2025-01-01 20:00:00+00:00,LUCKNOW_001,9.4,1003.0,94.0,False,NORMAL
2025-01-01 21:00:00+00:00,LUCKNOW_001,9.2,1002.8,94.0,False,NORMAL
2025-01-01 22:00:00+00:00,LUCKNOW_001,9.5,1002.8,93.0,False,NORMAL
2025-01-01 23:00:00+00:00,LUCKNOW_001,9.7,1003.3,93.0,False,NORMAL
2025-01-02 00:00:00+00:00,LUCKNOW_001,10.3,1003.3,91.0,False,NORMAL
2025-01-02 01:00:00+00:00,LUCKNOW_001,10.1,1003.8,91.0,False,NORMAL
2025-01-02 02:00:00+00:00,LUCKNOW_001,10.5,1004.5,89.0,False,NORMAL
2025-01-02 03:00:00+00:00,LUCKNOW_001,10.7,1005.2,88.0,False,NORMAL
2025-01-02 04:00:00+00:00,LUCKNOW_001,10.9,1005.8,89.0,False,NORMAL
2025-01-02 05:00:00+00:00,LUCKNOW_001,13.8,1006.0,82.0,False,NORMAL
2025-01-02 06:00:00+00:00,LUCKNOW_001,14.5,1005.7,77.0,False,NORMAL
2025-01-02 07:00:00+00:00,LUCKNOW_001,14.8,1004.7,75.0,False,NORMAL
2025-01-02 08:00:00+00:00,LUCKNOW_001,17.3,1003.9,65.0,False,NORMAL
2025-01-02 09:00:00+00:00,LUCKNOW_001,17.6,1003.3,64.0,False,NORMAL
2025-01-02 10:00:00+00:00,LUCKNOW_001,15.1,1002.9,77.0,False,NORMAL
2025-01-02 11:00:00+00:00,LUCKNOW_001,14.9,1003.1,76.0,False,NORMAL
2025-01-02 12:00:00+00:00,LUCKNOW_001,14.2,1003.2,82.0,False,NORMAL
2025-01-02 13:00:00+00:00,LUCKNOW_001,13.3,1003.5,87.0,False,NORMAL
2025-01-02 14:00:00+00:00,LUCKNOW_001,12.7,1004.1,88.0,False,NORMAL
2025-01-02 15:00:00+00:00,LUCKNOW_001,11.2,1004.3,92.0,False,NORMAL
2025-01-02 16:00:00+00:00,LUCKNOW_001,11.0,1004.2,93.0,False,NORMAL
2025-01-02 17:00:00+00:00,LUCKNOW_001,10.6,1004.2,94.0,False,NORMAL
2025-01-02 18:00:00+00:00,LUCKNOW_001,10.3,1003.9,94.0,False,NORMAL
2025-01-02 19:00:00+00:00,LUCKNOW_001,10.4,1003.7,93.0,False,NORMAL
2025-01-02 20:00:00+00:00,LUCKNOW_001,10.5,1003.3,93.0,False,NORMAL
2025-01-02 21:00:00+00:00,LUCKNOW_001,10.4,1003.2,94.0,False,NORMAL
2025-01-02 22:00:00+00:00,LUCKNOW_001,8.4,1003.3,98.0,False,NORMAL
2025-01-02 23:00:00+00:00,LUCKNOW_001,8.6,1003.3,98.0,False,NORMAL
2025-01-03 00:00:00+00:00,LUCKNOW_001,9.3,1003.6,96.0,False,NORMAL
2025-01-03 01:00:00+00:00,LUCKNOW_001,9.7,1004.2,96.0,False,NORMAL
2025-01-03 02:00:00+00:00,LUCKNOW_001,9.5,1004.9,98.0,False,NORMAL
2025-01-03 03:00:00+00:00,LUCKNOW_001,9.9,1005.7,99.0,False,NORMAL
2025-01-03 04:00:00+00:00,LUCKNOW_001,9.9,1006.3,99.0,False,NORMAL
2025-01-03 05:00:00+00:00,LUCKNOW_001,11.9,1006.6,93.0,False,NORMAL
2025-01-03 06:00:00+00:00,LUCKNOW_001,12.7,1006.1,85.0,False,NORMAL
2025-01-03 07:00:00+00:00,LUCKNOW_001,14.1,1005.0,80.0,False,NORMAL
2025-01-03 08:00:00+00:00,LUCKNOW_001,16.9,1003.8,71.0,False,NORMAL
2025-01-03 09:00:00+00:00,LUCKNOW_001,17.6,1002.8,68.0,False,NORMAL
2025-01-03 10:00:00+00:00,LUCKNOW_001,14.9,1002.6,80.0,False,NORMAL
2025-01-03 11:00:00+00:00,LUCKNOW_001,14.8,1002.5,78.0,False,NORMAL
2025-01-03 12:00:00+00:00,LUCKNOW_001,13.7,1002.4,84.0,False,NORMAL
2025-01-03 13:00:00+00:00,LUCKNOW_001,13.7,1002.5,84.0,False,NORMAL
2025-01-03 14:00:00+00:00,LUCKNOW_001,13.6,1002.9,83.0,False,NORMAL
2025-01-03 15:00:00+00:00,LUCKNOW_001,13.0,1003.0,86.0,False,NORMAL
2025-01-03 16:00:00+00:00,LUCKNOW_001,12.7,1003.3,88.0,False,NORMAL
2025-01-03 17:00:00+00:00,LUCKNOW_001,12.3,1003.4,90.0,False,NORMAL
2025-01-03 18:00:00+00:00,LUCKNOW_001,12.2,1003.0,91.0,False,NORMAL
2025-01-03 19:00:00+00:00,LUCKNOW_001,12.1,1002.7,92.0,False,NORMAL
2025-01-03 20:00:00+00:00,LUCKNOW_001,12.0,1002.4,93.0,False,NORMAL
2025-01-03 21:00:00+00:00,LUCKNOW_001,12.2,1002.2,94.0,False,NORMAL
2025-01-03 22:00:00+00:00,LUCKNOW_001,10.6,1002.5,99.0,False,NORMAL
2025-01-03 23:00:00+00:00,LUCKNOW_001,9.4,1002.4,100.0,False,NORMAL
2025-01-04 00:00:00+00:00,LUCKNOW_001,9.2,1002.2,98.0,False,NORMAL
2025-01-04 01:00:00+00:00,LUCKNOW_001,9.5,1002.9,97.0,False,NORMAL
2025-01-04 02:00:00+00:00,LUCKNOW_001,9.9,1003.6,96.0,False,NORMAL
2025-01-04 03:00:00+00:00,LUCKNOW_001,9.5,1004.3,98.0,False,NORMAL
2025-01-04 04:00:00+00:00,LUCKNOW_001,9.5,1004.8,100.0,False,NORMAL
2025-01-04 05:00:00+00:00,LUCKNOW_001,11.6,1005.1,95.0,False,NORMAL
2025-01-04 06:00:00+00:00,LUCKNOW_001,12.6,1004.8,89.0,False,NORMAL
2025-01-04 07:00:00+00:00,LUCKNOW_001,13.4,1003.9,84.0,False,NORMAL
2025-01-04 08:00:00+00:00,LUCKNOW_001,15.7,1002.8,76.0,False,NORMAL
2025-01-04 09:00:00+00:00,LUCKNOW_001,16.0,1001.8,74.0,False,NORMAL
2025-01-04 10:00:00+00:00,LUCKNOW_001,14.1,1001.4,84.0,False,NORMAL
2025-01-04 11:00:00+00:00,LUCKNOW_001,14.1,1001.1,81.0,False,NORMAL
2025-01-04 12:00:00+00:00,LUCKNOW_001,14.6,1001.2,80.0,False,NORMAL
2025-01-04 13:00:00+00:00,LUCKNOW_001,13.2,1001.7,86.0,False,NORMAL
2025-01-04 14:00:00+00:00,LUCKNOW_001,12.1,1002.3,89.0,False,NORMAL
2025-01-04 15:00:00+00:00,LUCKNOW_001,9.8,1002.8,97.0,False,NORMAL
2025-01-04 16:00:00+00:00,LUCKNOW_001,9.4,1002.8,97.0,False,NORMAL
2025-01-04 17:00:00+00:00,LUCKNOW_001,9.0,1002.8,99.0,False,NORMAL
2025-01-04 18:00:00+00:00,LUCKNOW_001,9.3,1002.7,98.0,False,NORMAL
2025-01-04 19:00:00+00:00,LUCKNOW_001,9.0,1002.1,97.0,False,NORMAL
2025-01-04 20:00:00+00:00,LUCKNOW_001,9.0,1002.0,98.0,False,NORMAL
2025-01-04 21:00:00+00:00,LUCKNOW_001,9.5,1001.8,97.0,False,NORMAL
2025-01-04 22:00:00+00:00,LUCKNOW_001,8.9,1002.1,99.0,False,NORMAL
2025-01-04 23:00:00+00:00,LUCKNOW_001,8.6,1001.9,99.0,False,NORMAL
2025-01-05 00:00:00+00:00,LUCKNOW_001,9.3,1002.1,97.0,False,NORMAL
2025-01-05 01:00:00+00:00,LUCKNOW_001,9.1,1003.1,98.0,False,NORMAL
2025-01-05 02:00:00+00:00,LUCKNOW_001,9.8,1003.5,97.0,False,NORMAL
2025-01-05 03:00:00+00:00,LUCKNOW_001,9.8,1004.3,97.0,False,NORMAL
2025-01-05 04:00:00+00:00,LUCKNOW_001,9.7,1005.1,99.0,False,NORMAL
2025-01-05 05:00:00+00:00,LUCKNOW_001,11.5,1005.3,93.0,False,NORMAL
2025-01-05 06:00:00+00:00,LUCKNOW_001,12.2,1004.8,90.0,False,NORMAL
2025-01-05 07:00:00+00:00,LUCKNOW_001,12.2,1003.7,89.0,False,NORMAL
2025-01-05 08:00:00+00:00,LUCKNOW_001,14.4,1002.9,82.0,False,NORMAL
